seed,candidate,reference,window,sum_norm_ratio,net_displacement_ratio,interpretation
301,A_startup_down5,AA,1_5,0.9254116633346511,0.8179125536233037,diverged trajectories; not a same-state counterfactual dose
301,A_startup_down5,AA,6_10,0.8320375150034062,0.8034820899210104,diverged trajectories; not a same-state counterfactual dose
301,D_startup_up5,DA,1_5,1.0851217135331697,1.227640702227071,diverged trajectories; not a same-state counterfactual dose
301,D_startup_up5,DA,6_10,1.198756935815655,1.2440356160897397,diverged trajectories; not a same-state counterfactual dose
301,DA,AA,1_5,0.931820352681747,0.8185374141727563,diverged trajectories; not a same-state counterfactual dose
301,DA,AA,6_10,0.8318486962837002,0.8016681775842714,diverged trajectories; not a same-state counterfactual dose
302,A_startup_down5,AA,1_5,0.9112404444175229,0.8759331277873131,diverged trajectories; not a same-state counterfactual dose
302,A_startup_down5,AA,6_10,1.0000218354426689,1.0033403671483128,diverged trajectories; not a same-state counterfactual dose
302,D_startup_up5,DA,1_5,1.0044696834972393,1.0509716095290804,diverged trajectories; not a same-state counterfactual dose
302,D_startup_up5,DA,6_10,0.9939676935413597,0.9856015545034559,diverged trajectories; not a same-state counterfactual dose
302,DA,AA,1_5,1.0124066341725673,0.9575339746435642,diverged trajectories; not a same-state counterfactual dose
302,DA,AA,6_10,1.0049674510093958,1.0134403239275012,diverged trajectories; not a same-state counterfactual dose
303,A_startup_down5,AA,1_5,0.8234283372556719,0.9540594209432459,diverged trajectories; not a same-state counterfactual dose
303,A_startup_down5,AA,6_10,1.2394929623077973,1.2708137958229733,diverged trajectories; not a same-state counterfactual dose
303,D_startup_up5,DA,1_5,1.2055188469462432,1.0477458749128705,diverged trajectories; not a same-state counterfactual dose
303,D_startup_up5,DA,6_10,0.8089670227011653,0.7898168888493982,diverged trajectories; not a same-state counterfactual dose
303,DA,AA,1_5,0.8269060348494022,0.957282899942329,diverged trajectories; not a same-state counterfactual dose
303,DA,AA,6_10,1.234834169454401,1.26531310536413,diverged trajectories; not a same-state counterfactual dose
304,A_startup_down5,AA,1_5,0.8689175425408926,0.8435570830246404,diverged trajectories; not a same-state counterfactual dose
304,A_startup_down5,AA,6_10,1.034287929389281,1.0323598820096138,diverged trajectories; not a same-state counterfactual dose
304,D_startup_up5,DA,1_5,1.1512512205510728,1.1837818888217875,diverged trajectories; not a same-state counterfactual dose
304,D_startup_up5,DA,6_10,0.9693031392980778,0.9705060946580154,diverged trajectories; not a same-state counterfactual dose
304,DA,AA,1_5,0.8690461151010083,0.8517627176482809,diverged trajectories; not a same-state counterfactual dose
304,DA,AA,6_10,1.0370687268143206,1.0349569574535598,diverged trajectories; not a same-state counterfactual dose
305,A_startup_down5,AA,1_5,0.7678297019831042,0.9410736572252716,diverged trajectories; not a same-state counterfactual dose
305,A_startup_down5,AA,6_10,1.0166913780176814,1.0182021633215683,diverged trajectories; not a same-state counterfactual dose
305,D_startup_up5,DA,1_5,1.2686238838941548,1.0664365158589346,diverged trajectories; not a same-state counterfactual dose
305,D_startup_up5,DA,6_10,0.9932994584915328,0.9892714722232913,diverged trajectories; not a same-state counterfactual dose
305,DA,AA,1_5,0.7765690249857834,0.9413030897840813,diverged trajectories; not a same-state counterfactual dose
305,DA,AA,6_10,1.0156960386965013,1.0171017681161947,diverged trajectories; not a same-state counterfactual dose
306,A_startup_down5,AA,1_5,0.7778277965339755,0.9364803091119515,diverged trajectories; not a same-state counterfactual dose
306,A_startup_down5,AA,6_10,0.9942231974577282,0.9949631535328265,diverged trajectories; not a same-state counterfactual dose
306,D_startup_up5,DA,1_5,1.2382484714154987,1.0585108449595058,diverged trajectories; not a same-state counterfactual dose
306,D_startup_up5,DA,6_10,0.9838927734994728,0.9847795346941502,diverged trajectories; not a same-state counterfactual dose
306,DA,AA,1_5,0.7849545078509333,0.9417978040300008,diverged trajectories; not a same-state counterfactual dose
306,DA,AA,6_10,0.9921725609459005,0.9933275061657942,diverged trajectories; not a same-state counterfactual dose
307,A_startup_down5,AA,1_5,0.9564580576347922,0.987234742185451,diverged trajectories; not a same-state counterfactual dose
307,A_startup_down5,AA,6_10,0.9889633636201812,0.9895765614096383,diverged trajectories; not a same-state counterfactual dose
307,D_startup_up5,DA,1_5,1.0246436260759646,0.9610439371222186,diverged trajectories; not a same-state counterfactual dose
307,D_startup_up5,DA,6_10,1.0291200027007437,1.026412632555646,diverged trajectories; not a same-state counterfactual dose
307,DA,AA,1_5,0.9578165212224561,0.9874793883817918,diverged trajectories; not a same-state counterfactual dose
307,DA,AA,6_10,0.9881687096512798,0.9887123286918602,diverged trajectories; not a same-state counterfactual dose
308,A_startup_down5,AA,1_5,0.9380126457398016,0.9540433489172664,diverged trajectories; not a same-state counterfactual dose
308,A_startup_down5,AA,6_10,1.0059753692087163,1.0058173870377713,diverged trajectories; not a same-state counterfactual dose
308,D_startup_up5,DA,1_5,1.265997852836566,1.28432284351311,diverged trajectories; not a same-state counterfactual dose
308,D_startup_up5,DA,6_10,0.9460805789731331,0.9477292571696785,diverged trajectories; not a same-state counterfactual dose
308,DA,AA,1_5,0.9449647879179583,0.9623071223672183,diverged trajectories; not a same-state counterfactual dose
308,DA,AA,6_10,1.0000692265362017,0.9994643884162894,diverged trajectories; not a same-state counterfactual dose
